anio,municipio_id,municipio_nombre,promocion_efectiva_primaria,promocion_efectiva_secundaria,repitencia_primaria,repitencia_secundaria,reinscripcion_primaria,reinscripcion_secundaria,abandono_interanual_primaria,abandono_interanual_secundaria,alumnos_promovidos_primaria,alumnos_promovidos_secundaria,alumnos_no_promovidos_primaria,alumnos_no_promovidos_secundaria,salidos_sin_pase_primaria,salidos_sin_pase_secundaria,salidos_con_pase_primaria,salidos_con_pase_secundaria,sobreedad_primaria,sobreedad_secundaria,sobreedad_avanzada_primaria,sobreedad_avanzada_secundaria
2020,6658,Quilmes,99.38,99.94,0.08,0.03,0.01,0.07,0.53,-0.04,100.0,97.91,0.0,2.09,0.09,0.05,3.28,2.74,7.18,28.39,1.7,11.69
2021,6658,Quilmes,97.11,91.19,2.41,6.02,0.06,0.14,0.42,2.65,98.01,89.99,1.99,10.01,0.08,0.22,1.49,0.94,5.6,25.79,1.35,11.19
2022,6658,Quilmes,95.98,88.31,3.15,7.76,0.12,0.31,0.74,3.62,97.3,86.63,2.7,13.37,0.08,0.34,3.18,2.02,5.83,24.5,1.25,9.47
2012,6665,Ramallo,98.98,77.75,0.99,14.59,0.03,0.32,0.0,7.34,99.6,79.47,0.4,20.53,0.03,1.08,3.13,2.85,8.21,38.78,1.96,17.62
2013,6665,Ramallo,97.72,80.33,1.79,14.44,0.0,0.93,0.49,4.3,99.87,81.92,0.13,18.08,0.4,1.4,2.44,2.41,7.32,35.78,1.23,15.84
2014,6665,Ramallo,97.38,81.14,1.69,11.9,0.25,0.68,0.68,6.28,99.9,78.09,0.1,21.91,0.07,1.41,2.48,4.5,4.23,33.29,0.58,15.03
2015,6665,Ramallo,97.98,80.27,0.65,13.54,0.25,0.61,1.12,5.58,99.85,77.33,0.15,22.67,0.15,0.95,3.22,2.43,3.49,32.64,0.3,14.09
2016,6665,Ramallo,99.77,81.11,0.71,12.06,0.25,1.01,-0.73,5.82,99.75,78.15,0.25,21.85,0.22,1.99,2.4,2.4,1.82,29.11,0.25,12.99
2017,6665,Ramallo,98.99,85.41,0.8,13.39,0.0,0.53,0.2,0.67,99.92,82.04,0.08,17.96,0.29,0.36,2.13,4.09,1.18,29.37,0.1,11.55
2018,6665,Ramallo,99.77,81.39,0.45,13.19,0.03,1.93,-0.25,3.49,99.92,87.09,0.08,12.91,0.2,0.05,2.28,2.13,1.03,23.89,0.18,9.71
2019,6665,Ramallo,98.79,85.58,0.33,10.19,0.05,0.71,0.83,3.52,99.95,86.34,0.05,13.66,0.1,1.05,2.59,4.06,0.7,22.98,0.23,10.29
2020,6665,Ramallo,100.33,100.66,0.1,0.0,0.05,0.33,-0.48,-0.98,100.0,99.42,0.0,0.58,0.0,0.0,2.7,3.37,0.5,22.96,0.18,9.5
2021,6665,Ramallo,98.57,87.78,0.05,9.02,0.08,0.54,1.3,2.65,100.0,93.33,0.0,6.67,0.05,0.26,0.63,0.2,0.38,14.16,0.05,5.09
2022,6665,Ramallo,100.18,86.81,0.1,8.83,0.53,2.2,-0.81,2.15,99.92,85.46,0.08,14.54,0.0,0.07,2.44,2.06,0.2,13.99,0.0,6.2
2012,6672,Rauch,99.22,77.41,1.04,11.97,0.0,0.28,-0.26,10.34,99.22,82.51,0.78,17.49,0.13,2.68,4.57,3.16,5.19,37.61,0.45,15.65
2013,6672,Rauch,98.04,80.14,0.98,12.24,0.0,0.07,0.98,7.54,99.34,82.63,0.66,17.37,0.06,2.67,2.98,8.46,4.63,30.96,0.46,13.17
2014,6672,Rauch,97.22,79.4,1.19,11.55,0.0,4.24,1.59,4.8,99.29,81.05,0.71,18.95,0.19,2.35,4.48,5.82,3.97,33.68,0.46,12.87
2015,6672,Rauch,98.64,85.22,1.16,6.92,0.14,1.41,0.07,6.45,98.78,83.8,1.22,16.2,0.0,1.33,3.84,6.79,5.71,30.75,0.61,13.06
2016,6672,Rauch,97.87,82.73,3.46,12.11,0.13,3.72,-1.46,1.45,97.33,82.15,2.67,17.85,0.19,2.61,3.48,4.16,4.58,23.68,0.66,7.94
2017,6672,Rauch,97.02,81.89,2.72,13.57,0.2,0.49,0.07,4.06,98.93,77.11,1.07,22.89,0.13,2.76,2.91,3.37,4.7,24.62,0.4,8.6
2018,6672,Rauch,93.59,80.39,2.2,13.19,0.2,2.54,4.01,3.88,98.5,86.57,1.5,13.43,0.0,2.31,3.8,3.27,3.47,25.25,0.4,7.26
2019,6672,Rauch,95.87,92.14,3.15,9.07,0.07,0.14,0.91,-1.36,98.02,86.3,1.98,13.7,0.0,1.37,4.3,2.69,3.57,26.5,0.42,7.43
2020,6672,Rauch,99.72,99.4,0.0,0.0,0.0,0.0,0.28,0.6,100.0,97.92,0.0,2.08,0.0,0.0,2.76,4.48,4.0,23.69,0.55,8.17
2021,6672,Rauch,96.38,91.69,3.48,7.04,0.0,0.0,0.14,1.27,98.95,95.21,1.05,4.79,0.0,0.31,1.72,2.74,4.03,25.32,0.63,8.88
2022,6672,Rauch,97.46,87.38,1.37,9.69,0.14,1.38,1.03,1.56,99.31,93.51,0.69,6.49,0.0,0.31,3.9,1.5,3.57,21.56,0.55,7.31
2012,6679,Rivadavia,97.15,79.43,2.21,11.75,0.63,4.89,0.0,3.94,97.66,81.84,2.34,18.16,0.0,4.59,4.14,3.89,12.33,33.69,2.69,13.54
2013,6679,Rivadavia,97.74,78.81,1.29,11.82,0.0,1.83,0.97,7.54,98.26,79.51,1.74,20.49,0.0,5.82,6.01,4.92,11.35,35.98,2.37,15.13
2014,6679,Rivadavia,98.31,72.32,1.74,19.21,0.05,3.25,-0.11,5.22,98.9,82.1,1.1,17.9,0.0,6.3,4.81,4.26,10.72,38.54,2.34,16.13
2015,6679,Rivadavia,95.57,82.18,2.74,16.06,0.16,1.89,1.53,-0.13,98.27,80.74,1.73,19.26,0.0,4.44,5.73,4.57,7.66,34.86,2.08,15.37
2016,6679,Rivadavia,94.9,78.58,3.7,14.71,0.06,3.47,1.34,3.24,97.91,80.27,2.09,19.73,0.05,6.06,7.05,5.64,7.39,32.89,1.18,14.77
2017,6679,Rivadavia,95.84,78.75,3.22,14.09,0.0,2.81,0.94,4.35,98.1,83.23,1.9,16.77,0.0,7.32,4.47,3.74,8.65,35.57,0.83,15.64
2018,6679,Rivadavia,97.45,83.82,2.11,9.15,0.11,1.03,0.33,6.0,98.39,85.42,1.61,14.58,0.0,4.08,4.63,3.69,4.38,33.85,0.17,14.64
2019,6679,Rivadavia,95.14,85.0,3.07,7.19,0.06,0.57,1.73,7.24,99.15,89.59,0.85,10.41,0.0,4.91,3.39,5.23,3.13,30.84,0.22,13.64
2020,6679,Rivadavia,100.83,97.1,0.22,0.06,0.0,0.23,-1.05,2.61,100.0,98.9,0.0,1.1,0.06,0.0,3.65,3.96,3.16,26.18,0.28,11.32
2021,6679,Rivadavia,95.81,90.81,2.12,5.08,0.58,1.09,1.48,3.03,99.08,88.84,0.92,11.16,0.0,2.31,1.1,0.58,3.66,23.76,0.21,9.25
2022,6679,Rivadavia,98.67,82.19,1.81,12.96,0.21,0.23,-0.69,4.61,98.94,86.46,1.06,13.54,0.0,4.32,4.09,1.86,2.82,18.1,0.21,6.01
2012,6686,Rojas,97.87,79.62,1.71,12.45,0.26,1.63,0.17,6.3,98.58,81.28,1.42,18.72,0.2,6.78,7.15,3.77,14.76,38.55,3.03,17.59
2013,6686,Rojas,96.94,81.5,2.76,10.97,0.13,1.13,0.17,6.41,99.1,81.25,0.9,18.75,0.29,8.5,4.42,3.32,10.03,35.26,1.66,15.84
2014,6686,Rojas,98.65,81.95,1.39,11.69,0.59,1.78,-0.63,4.58,99.1,88.47,0.9,11.53,0.61,3.63,3.97,3.18,8.78,32.13,1.9,12.91
2015,6686,Rojas,97.63,84.88,2.12,8.62,0.17,2.23,0.08,4.26,98.24,85.02,1.76,14.98,0.08,1.7,3.52,4.17,7.49,32.22,1.27,13.23
2016,6686,Rojas,96.59,82.65,2.29,13.39,0.0,5.02,1.12,-1.05,98.09,83.3,1.91,16.7,0.16,1.28,3.83,2.55,6.45,26.61,1.21,9.92
2017,6686,Rojas,95.13,81.2,3.5,13.76,0.68,1.96,0.68,3.08,98.75,83.36,1.25,16.64,0.0,3.03,3.9,5.61,6.03,24.35,0.77,9.05
2018,6686,Rojas,96.65,87.26,3.05,6.89,0.04,1.44,0.25,4.41,99.32,88.85,0.68,11.15,0.0,1.25,4.21,3.25,6.31,30.29,0.64,13.46
2019,6686,Rojas,95.74,90.72,3.11,4.97,0.38,2.72,0.77,1.6,99.1,91.87,0.9,8.13,0.04,0.69,3.65,5.26,6.21,27.89,0.34,11.57
2020,6686,Rojas,100.38,99.57,0.13,0.17,0.13,0.0,-0.64,0.26,100.0,99.74,0.0,0.26,0.0,0.0,5.02,5.8,4.48,19.21,0.21,7.31
2021,6686,Rojas,97.98,91.21,1.85,4.44,0.13,0.41,0.04,3.94,99.61,94.1,0.39,5.9,0.0,0.12,0.72,0.6,2.88,22.72,0.17,8.75
2022,6686,Rojas,97.21,90.18,1.51,7.7,1.15,0.0,0.13,2.12,98.84,90.75,1.16,9.25,0.0,0.4,2.11,3.29,3.01,18.41,0.35,6.48
2012,6693,Roque Perez,97.12,87.72,1.69,4.55,0.42,1.29,0.77,6.44,98.41,87.34,1.59,12.66,0.62,3.99,4.04,5.44,12.87,27.92,3.45,13.66
2013,6693,Roque Perez,97.62,89.23,0.98,4.31,0.0,0.72,1.4,5.75,99.01,87.44,0.99,12.56,0.13,1.74,4.07,6.67,11.5,26.39,3.02,9.87
2014,6693,Roque Perez,96.38,83.23,2.44,11.32,0.14,0.0,1.04,5.45,97.32,82.62,2.68,17.38,0.34,2.75,4.85,6.34,8.77,26.36,3.27,9.25
2015,6693,Roque Perez,95.7,84.85,1.62,10.46,0.0,0.17,2.68,4.52,97.91,86.11,2.09,13.89,0.2,1.51,3.79,5.25,9.3,25.36,2.54,9.87
2016,6693,Roque Perez,94.53,73.85,2.84,16.51,0.8,0.0,1.82,9.64,98.31,75.71,1.69,24.29,0.0,0.85,6.08,6.77,8.53,23.46,2.11,10.11
2017,6693,Roque Perez,95.35,81.66,3.27,15.67,0.07,2.19,1.31,0.49,97.12,78.25,2.88,21.75,0.0,1.34,3.55,6.48,8.42,27.44,2.11,13.07
2018,6693,Roque Perez,93.48,88.37,3.04,6.69,0.0,2.51,3.48,2.43,98.44,89.41,1.56,10.59,0.0,1.79,6.37,4.41,8.76,25.33,1.59,12.55
2019,6693,Roque Perez,96.7,89.76,2.35,6.14,0.07,0.61,0.88,3.49,99.26,88.05,0.74,11.95,0.0,1.78,3.58,3.99,8.22,26.36,2.05,14.07
2020,6693,Roque Perez,99.78,98.87,0.0,0.0,0.0,0.3,0.22,0.83,100.0,97.14,0.0,2.86,0.0,0.15,3.28,4.73,6.41,21.01,0.51,9.67
2021,6693,Roque Perez,97.12,90.4,2.29,5.28,0.0,1.49,0.59,2.83,98.44,90.48,1.56,9.52,0.0,1.23,0.43,1.15,4.21,17.04,0.37,6.62
2022,6693,Roque Perez,98.39,93.09,1.31,6.38,0.0,1.98,0.29,-1.44,98.9,87.59,1.1,12.41,0.0,0.44,4.66,2.9,4.31,17.25,0.22,6.16
2012,6700,Saavedra,98.5,84.84,2.35,10.44,0.16,1.35,-1.02,3.38,97.12,85.48,2.88,14.52,0.05,2.15,4.34,5.74,9.08,31.12,2.14,13.87
2013,6700,Saavedra,97.68,83.54,1.63,8.67,0.0,0.59,0.68,7.21,98.65,83.1,1.35,16.9,0.31,2.38,2.59,4.37,9.8,28.94,2.11,11.72
2014,6700,Saavedra,97.45,83.38,1.64,8.92,0.0,0.99,0.9,6.71,98.11,84.82,1.89,15.18,0.21,1.07,3.01,6.01,8.8,27.99,1.75,10.96
2015,6700,Saavedra,97.7,87.18,2.08,6.07,0.0,0.4,0.22,6.35,97.96,86.04,2.04,13.96,0.16,1.73,4.19,5.48,9.1,27.9,1.1,10.86
2016,6700,Saavedra,97.15,84.29,3.91,9.03,0.11,0.46,-1.17,6.23,96.5,87.6,3.5,12.4,0.0,2.22,3.71,4.14,9.34,22.63,1.16,8.46
2017,6700,Saavedra,97.47,85.33,2.36,9.59,0.0,0.23,0.16,4.85,97.58,90.66,2.42,9.34,0.0,2.15,4.46,3.17,10.1,26.57,1.59,9.3
2018,6700,Saavedra,94.85,86.26,3.77,10.12,0.0,0.4,1.38,3.22,97.02,90.54,2.98,9.46,0.05,1.66,4.06,3.14,9.47,24.73,1.5,7.48
2019,6700,Saavedra,93.78,89.15,4.72,9.22,0.12,2.42,1.38,-0.79,96.64,87.75,3.36,12.25,0.11,1.85,3.15,3.33,7.43,22.88,0.92,7.93
2020,6700,Saavedra,100.8,100.22,0.06,0.0,0.06,0.0,-0.92,-0.22,99.94,98.46,0.06,1.54,0.0,0.0,4.48,5.12,10.63,25.05,1.09,8.94
2021,6700,Saavedra,93.0,86.58,4.94,8.88,0.0,0.32,2.05,4.22,98.11,85.3,1.89,14.7,0.05,1.06,0.46,1.73,8.77,24.65,1.0,7.59
2022,6700,Saavedra,93.65,86.49,4.14,5.9,0.06,0.44,2.15,7.17,97.87,82.91,2.13,17.09,0.0,1.49,3.79,2.81,7.24,22.12,0.5,7.17
2012,6707,Saladillo,96.55,78.49,3.08,6.79,0.18,2.01,0.18,12.7,98.37,83.31,1.63,16.69,0.15,3.8,3.33,4.04,8.83,24.38,2.31,9.12
2013,6707,Saladillo,97.89,86.35,1.66,6.04,0.12,1.09,0.33,6.51,98.96,82.0,1.04,18.0,0.0,1.13,2.69,3.94,8.68,24.13,2.17,9.57
2014,6707,Saladillo,97.66,89.01,1.71,5.04,0.0,1.39,0.63,4.56,99.21,84.54,0.79,15.46,0.06,0.75,3.14,3.47,6.73,22.77,1.44,8.18
2015,6707,Saladillo,99.13,86.68,1.62,7.18,0.09,1.43,-0.84,4.72,99.55,85.55,0.45,14.45,0.06,2.23,3.44,3.76,5.38,21.23,1.44,7.41
2016,6707,Saladillo,97.11,86.36,2.39,8.66,0.06,1.34,0.44,3.65,99.34,83.32,0.66,16.68,0.03,0.75,2.53,4.66,4.66,22.7,0.59,7.52
2017,6707,Saladillo,96.59,86.87,2.34,8.87,0.03,0.53,1.04,3.73,98.86,84.33,1.14,15.67,0.03,1.66,3.37,4.64,4.27,23.32,0.3,8.53
2018,6707,Saladillo,98.63,90.14,1.58,7.02,0.0,2.1,-0.21,0.74,99.23,88.6,0.77,11.4,0.03,1.67,3.33,5.19,3.43,22.23,0.39,6.71
2019,6707,Saladillo,97.55,90.97,1.82,6.2,0.0,0.63,0.64,2.2,99.79,87.94,0.21,12.06,0.03,0.52,1.88,3.52,2.21,18.81,0.18,7.04
2020,6707,Saladillo,100.03,98.86,0.24,0.12,0.0,0.23,-0.27,0.79,99.82,99.28,0.18,0.72,0.0,0.12,3.07,2.54,3.15,15.24,0.48,4.99
2021,6707,Saladillo,99.34,94.09,1.14,5.39,0.36,1.32,-0.84,-0.8,99.73,90.28,0.27,9.72,0.0,0.5,0.75,0.92,2.79,17.36,0.15,5.48
2022,6707,Saladillo,98.34,91.17,0.36,6.0,0.18,1.39,1.12,1.44,99.67,89.14,0.33,10.86,0.12,0.61,1.85,3.35,1.48,19.13,0.15,4.86
2012,6721,Salliquelo,97.97,69.89,1.55,18.59,0.36,1.61,0.12,9.91,98.19,71.73,1.81,28.27,0.12,1.26,4.86,10.92,7.65,36.18,1.55,18.46
2013,6721,Salliquelo,99.38,75.81,1.35,18.63,0.37,0.13,-1.11,5.43,98.66,75.64,1.34,24.36,0.0,1.38,3.37,7.35,5.29,34.93,0.62,17.98
2014,6721,Salliquelo,94.2,77.19,2.96,20.96,0.49,2.1,2.34,-0.25,99.25,70.49,0.75,29.51,0.0,0.11,3.08,5.66,4.93,32.31,0.62,14.55
2015,6721,Salliquelo,97.25,72.57,1.38,21.41,0.13,2.31,1.25,3.7,99.12,71.03,0.88,28.97,0.36,1.32,4.99,8.43,4.37,40.16,0.5,22.45
2016,6721,Salliquelo,97.87,71.79,3.39,22.73,0.0,0.47,-1.25,5.01,98.01,73.28,1.99,26.72,0.12,1.47,4.9,6.84,3.51,38.81,0.13,19.23
2017,6721,Salliquelo,92.85,71.25,3.7,17.61,0.0,1.7,3.45,9.43,98.83,81.73,1.17,18.27,0.0,2.28,3.24,6.33,5.11,34.77,0.26,19.43
2018,6721,Salliquelo,96.91,74.31,3.36,22.45,1.21,0.93,-1.48,2.31,97.86,80.22,2.14,19.78,0.9,0.0,6.36,11.16,4.16,34.14,0.27,19.56
2019,6721,Salliquelo,98.53,83.52,2.14,10.87,0.13,0.67,-0.8,4.93,98.79,91.15,1.21,8.85,0.0,1.74,2.71,9.45,5.21,30.16,0.53,15.25
2020,6721,Salliquelo,100.27,97.05,0.93,0.11,0.0,0.0,-1.2,2.83,100.0,100.0,0.0,0.0,0.0,0.0,3.24,7.39,3.72,23.92,0.13,13.04
2021,6721,Salliquelo,92.61,93.09,5.32,8.06,0.0,0.0,2.08,-1.15,97.61,88.51,2.39,11.49,0.0,0.0,1.05,5.01,3.24,23.85,0.13,10.71
2022,6721,Salliquelo,97.88,89.29,2.66,8.72,0.0,0.33,-0.53,1.66,97.08,85.29,2.92,14.71,0.0,0.0,4.33,3.01,6.51,20.86,0.0,9.05
2012,6714,Salto,97.5,82.87,2.22,8.48,0.11,2.6,0.17,6.05,98.11,79.56,1.89,20.44,0.16,1.28,3.53,3.38,13.9,36.11,2.58,18.13
2013,6714,Salto,99.45,80.68,1.53,11.62,0.0,3.29,-0.99,4.42,98.3,76.08,1.7,23.92,0.0,0.16,3.3,5.17,12.36,33.7,2.6,14.01
2014,6714,Salto,100.19,77.68,0.95,10.62,0.0,0.46,-1.14,11.24,99.16,76.62,0.84,23.38,0.03,0.77,2.87,4.7,10.03,30.1,2.38,12.27
2015,6714,Salto,97.11,76.36,1.95,18.57,0.0,2.32,0.94,2.75,98.1,79.86,1.9,20.14,0.0,0.19,2.59,3.1,8.58,29.13,1.74,13.07
2016,6714,Salto,96.06,71.2,3.7,21.09,0.05,1.0,0.19,6.71,96.55,70.15,3.45,29.85,0.03,0.81,3.63,4.56,8.36,32.21,1.28,15.59
2017,6714,Salto,95.19,77.04,3.88,16.21,0.0,2.19,0.92,4.56,97.99,77.96,2.01,22.04,0.05,1.16,2.73,2.52,8.37,33.09,1.19,17.14
2018,6714,Salto,98.57,76.57,2.2,16.71,0.42,4.33,-1.19,2.4,99.79,81.72,0.21,18.28,0.1,0.94,3.6,4.98,6.81,35.76,1.01,17.23
2019,6714,Salto,97.75,86.1,1.94,12.51,0.18,4.2,0.13,-2.81,99.71,85.51,0.29,14.49,0.05,0.54,3.13,2.74,5.02,29.18,1.01,12.87
2020,6714,Salto,100.34,99.19,0.03,0.11,0.1,0.0,-0.47,0.7,100.0,99.83,0.0,0.17,0.0,0.26,1.91,2.6,3.23,26.22,0.34,10.32
2021,6714,Salto,99.77,91.56,0.7,5.44,0.23,0.78,-0.7,2.21,99.82,90.4,0.18,9.6,0.05,1.81,0.26,0.83,2.23,27.83,0.18,10.49
2022,6714,Salto,98.38,88.72,1.05,7.62,0.05,0.54,0.52,3.12,99.45,87.98,0.55,12.02,0.0,0.13,3.08,6.33,1.78,24.44,0.08,8.22
2012,6728,San Andres de Giles,96.27,86.26,4.64,6.71,0.0,0.99,-0.91,6.04,97.83,87.58,2.17,12.42,0.68,0.43,4.46,7.65,16.56,30.27,4.82,13.65
2013,6728,San Andres de Giles,95.06,85.62,2.86,7.6,0.04,0.17,2.04,6.6,99.28,84.39,0.72,15.61,0.03,0.83,4.52,9.29,13.92,28.85,3.79,12.37
2014,6728,San Andres de Giles,98.74,85.88,2.2,8.74,0.04,1.14,-0.98,4.24,97.8,84.36,2.2,15.64,0.24,1.79,5.11,6.51,11.81,28.15,3.03,11.57
2015,6728,San Andres de Giles,95.11,82.27,3.75,8.89,0.0,0.92,1.14,7.92,97.31,83.09,2.69,16.91,0.1,2.19,4.6,6.66,8.96,30.09,2.07,13.33
2016,6728,San Andres de Giles,94.26,81.21,4.05,12.54,0.04,3.71,1.65,2.54,97.41,82.55,2.59,17.45,0.03,0.53,5.35,6.65,10.51,29.33,2.22,12.79
2017,6728,San Andres de Giles,94.44,82.13,6.41,13.62,0.0,0.33,-0.86,3.92,97.47,86.67,2.53,13.33,0.14,0.52,5.02,4.64,8.41,27.86,1.46,11.02
2018,6728,San Andres de Giles,91.45,84.76,6.34,10.33,1.41,0.04,0.81,4.87,98.85,84.76,1.15,15.24,0.06,0.42,3.61,7.82,8.8,25.92,1.34,10.45
2019,6728,San Andres de Giles,93.84,91.85,3.56,7.45,0.25,1.2,2.36,-0.5,99.01,92.36,0.99,7.64,0.0,0.66,4.2,8.29,8.76,27.86,0.95,10.43
2020,6728,San Andres de Giles,99.89,102.25,0.4,0.0,0.25,1.29,-0.55,-3.54,100.0,97.99,0.0,2.01,0.0,0.04,4.61,5.97,7.56,26.05,1.09,11.62
2021,6728,San Andres de Giles,96.18,94.96,3.67,4.04,0.0,0.66,0.15,0.35,98.16,88.25,1.84,11.75,0.0,0.0,1.73,2.78,7.07,29.99,0.53,11.35
2022,6728,San Andres de Giles,95.57,89.99,3.47,6.63,0.07,0.57,0.89,2.81,97.54,89.75,2.46,10.25,0.0,0.1,2.78,3.56,4.4,23.53,0.48,8.38
2012,6735,San Antonio de Areco,96.56,81.66,3.52,12.06,0.34,0.46,-0.42,5.82,97.1,81.58,2.9,18.42,0.0,4.92,2.5,5.37,11.55,30.17,1.95,13.2
2013,6735,San Antonio de Areco,100.13,83.31,1.52,8.64,0.21,0.63,-1.86,7.42,98.25,80.75,1.75,19.25,0.04,5.2,3.14,4.53,11.85,30.94,2.46,15.06
2014,6735,San Antonio de Areco,98.02,86.03,1.07,10.51,0.08,1.41,0.82,2.05,98.3,84.15,1.7,15.85,0.12,3.78,2.62,3.19,10.04,28.13,1.73,12.06
2015,6735,San Antonio de Areco,98.41,84.75,1.59,8.24,0.0,0.87,0.0,6.14,98.6,84.7,1.4,15.3,0.2,3.5,3.29,3.78,9.11,26.84,1.59,12.33
2016,6735,San Antonio de Areco,94.11,83.92,4.09,9.74,0.08,0.99,1.72,5.34,97.87,77.62,2.13,22.38,0.36,2.64,2.36,2.77,7.4,25.82,1.27,11.47
2017,6735,San Antonio de Areco,94.65,86.33,3.58,9.07,0.0,0.52,1.77,4.08,98.55,82.75,1.45,17.25,0.25,2.83,2.72,2.39,5.78,26.78,1.18,10.28
2018,6735,San Antonio de Areco,93.9,88.02,4.01,6.56,0.09,0.67,2.01,4.75,99.27,86.35,0.73,13.65,0.0,3.16,3.96,2.32,5.79,26.99,0.89,11.01
2019,6735,San Antonio de Areco,98.56,87.79,2.75,6.85,0.0,0.25,-1.31,5.11,99.17,87.8,0.83,12.2,0.0,2.27,5.25,4.54,5.24,22.55,0.79,9.8
2020,6735,San Antonio de Areco,100.64,101.08,0.38,0.0,1.84,0.08,-2.86,-1.16,100.0,99.54,0.0,0.46,0.0,0.08,2.56,4.26,4.49,21.87,0.73,7.65
2021,6735,San Antonio de Areco,97.07,93.15,2.89,3.92,0.04,0.04,0.0,2.9,98.52,90.19,1.48,9.81,0.04,0.34,0.72,1.2,2.72,20.45,0.34,5.76
2022,6735,San Antonio de Areco,96.66,90.17,2.73,5.46,0.45,0.23,0.16,4.13,98.24,87.64,1.76,12.36,0.0,1.85,2.28,2.91,4.23,16.65,0.69,5.07
2012,6742,San Cayetano,97.82,78.8,0.64,8.65,0.38,6.83,1.15,5.72,99.49,76.49,0.51,23.51,0.62,0.0,2.24,4.17,4.61,41.98,0.38,22.59
2013,6742,San Cayetano,99.05,82.47,0.68,13.11,0.0,0.29,0.27,4.12,99.6,77.36,0.4,22.64,0.0,1.01,2.49,4.97,3.65,36.23,0.41,13.11
2014,6742,San Cayetano,100.69,85.31,0.41,10.41,0.0,0.0,-1.1,4.28,99.73,81.43,0.27,18.57,0.4,1.62,3.77,4.45,2.2,29.53,0.55,10.7
2015,6742,San Cayetano,98.5,85.5,0.0,6.91,0.0,7.04,1.5,0.55,100.0,84.06,0.0,15.94,0.0,0.27,1.99,4.17,2.05,28.18,0.27,9.81
2016,6742,San Cayetano,98.49,79.61,0.69,12.43,0.0,12.01,0.82,-4.05,99.44,86.03,0.56,13.97,0.0,1.53,4.56,2.74,1.24,25.0,0.0,7.54
2017,6742,San Cayetano,98.05,90.86,1.39,1.83,0.0,0.0,0.56,7.31,100.0,85.14,0.0,14.86,0.0,0.41,2.57,2.65,0.97,22.93,0.14,7.03
2018,6742,San Cayetano,100.57,85.92,0.72,7.44,0.0,0.53,-1.29,6.11,99.86,89.5,0.14,10.5,0.0,1.14,3.65,3.17,1.58,3.19,0.0,0.53
2019,6742,San Cayetano,95.9,89.15,2.26,8.73,0.14,6.61,1.69,-4.5,98.57,90.0,1.43,10.0,0.0,0.42,2.07,5.41,1.84,10.4,0.14,2.33
2020,6742,San Cayetano,98.71,101.83,0.43,0.0,0.0,0.0,0.86,-1.83,100.0,98.79,0.0,1.21,0.0,0.27,3.32,5.83,2.3,24.12,0.57,4.33
2021,6742,San Cayetano,98.45,95.93,2.68,2.8,0.14,0.0,-1.27,1.27,99.58,94.56,0.42,5.44,0.0,0.0,1.28,0.54,2.26,5.34,0.42,1.14
2022,6742,San Cayetano,96.94,89.28,0.83,7.11,0.0,1.37,2.23,2.24,99.03,88.9,0.97,11.1,0.0,0.0,2.73,1.99,2.78,6.36,0.28,0.25
2012,6749,San Fernando,97.79,80.26,1.91,11.74,0.02,0.07,0.28,7.93,98.44,78.08,1.56,21.92,0.07,1.97,3.68,4.74,12.26,40.8,3.16,17.31
2013,6749,San Fernando,97.91,83.93,1.37,7.93,0.01,0.19,0.72,7.96,98.55,79.01,1.45,20.99,0.05,0.25,3.38,4.09,10.65,35.99,2.7,15.55
2014,6749,San Fernando,98.13,85.26,1.41,9.21,0.03,1.04,0.42,4.48,98.43,79.94,1.57,20.06,0.11,0.37,2.54,3.33,9.35,32.84,2.15,13.26
2015,6749,San Fernando,96.79,87.95,2.12,7.63,0.01,0.64,1.09,3.78,97.75,81.72,2.25,18.28,0.07,0.27,2.76,3.21,7.43,32.03,1.52,12.45
2016,6749,San Fernando,95.48,81.02,3.86,13.77,0.02,2.74,0.64,2.46,97.1,80.35,2.9,19.65,0.21,0.03,2.53,3.39,7.2,29.79,1.47,12.64
2017,6749,San Fernando,95.6,83.85,3.36,11.25,0.06,1.71,0.97,3.2,97.96,81.94,2.04,18.06,0.16,0.27,2.87,3.65,6.85,29.44,1.43,12.67
2018,6749,San Fernando,96.98,86.27,2.99,9.85,0.01,0.5,0.02,3.39,98.35,84.25,1.65,15.75,0.16,0.55,3.22,4.41,6.92,30.1,1.26,13.1
2019,6749,San Fernando,96.99,86.28,2.66,10.2,0.22,1.12,0.13,2.4,98.1,84.97,1.9,15.03,0.12,0.64,3.43,3.3,6.7,25.7,1.18,10.67
2020,6749,San Fernando,99.12,98.15,0.07,0.02,0.0,0.23,0.81,1.59,99.92,98.01,0.08,1.99,0.02,0.28,3.02,3.18,5.36,23.99,0.88,8.62
2021,6749,San Fernando,95.98,92.54,1.99,3.35,0.01,0.25,2.03,3.87,98.52,92.74,1.48,7.26,0.02,0.16,1.7,1.49,4.23,20.91,0.71,6.7
2022,6749,San Fernando,97.67,93.14,1.52,4.37,0.21,0.27,0.6,2.21,98.71,88.05,1.29,11.95,0.04,0.64,3.63,2.47,3.73,18.54,0.55,5.41
2012,6756,San Isidro,97.94,86.36,1.39,7.88,0.08,0.95,0.59,4.81,98.97,82.5,1.03,17.5,0.15,1.05,2.25,2.71,7.94,32.25,1.39,12.96
